Date,City of London,Barking & Dagenham,Barnet,Bexley,Brent,Bromley,Camden,Croydon,Ealing,Enfield,Greenwich,Hackney,Hammersmith & Fulham,Haringey,Harrow,Havering,Hillingdon,Hounslow,Islington,Kensington & Chelsea,Kingston upon Thames,Lambeth,Lewisham,Merton,Newham,Redbridge,Richmond upon Thames,Southwark,Sutton,Tower Hamlets,Waltham Forest,Wandsworth,Westminster
2018-07-01,809696.9666,294952.7444,523397.0496,345692.8284,505027.7244,440996.4364,837711.7532,374361.1605,478375.6709,397849.4057,389347.9025,553833.342,736863.6941,555990.5283,464940.6285,373762.2815,416300.2936,404184.2172,677797.7384,1334875.947,510219.4603,512373.6894,413641.1672,532751.8291,368342.7819,424169.5342,662604.7504,501446.1249,385779.6796,448966.1438,444867.1473,599238.8038,966624.6861
2018-08-01,784143.71757,295907.844,533714.99143,347531.06171,519753.71247,444572.79494,827363.20023,372035.48075,485596.16581,395213.31962,387224.63169,544978.69123,738218.58218,555530.58119,464558.30317,373002.22173,414743.4778,396289.91037,667866.37236,1418032.2911,505054.89727,503646.33746,409974.2955,530836.80605,365931.60449,423774.84571,667087.66013,506250.42726,387410.10791,440829.25109,445652.23842,605835.5744,982355.79963
2018-09-01,800874.52826,296423.96997,534951.4102,346150.76571,510929.80279,449292.94154,817464.41816,371792.94143,485266.17726,394729.20445,392510.72145,537611.44051,730652.00965,560578.17685,461837.91364,373027.84376,410924.11868,388292.43276,660512.14993,1388037.2524,495582.04562,496034.35338,409821.29644,524612.22741,366285.32584,426556.92116,677356.53881,498887.8784,382055.57185,441546.00249,447630.02054,602059.68952,1023156.9664
2018-10-01,802869.06631,299648.48594,537283.90346,344680.66219,493489.47861,447534.11108,808320.9911,370363.35422,481233.31722,397497.68782,395920.29596,545516.3602,738746.25027,547443.77828,464761.93769,372730.73796,408509.88257,392468.43925,634942.98206,1348120.8438,492324.43252,505330.24768,417893.16032,520123.42536,361585.06481,428130.51309,658005.22171,494357.99317,381961.24772,435774.81806,441611.00601,599208.12649,1025836.6417
2018-11-01,764206.7363,302605.91693,535059.84324,344172.2978,479103.683,445563.04402,807224.55323,368735.29039,482904.5659,394431.87299,388355.32684,543467.26696,728693.1147,545112.19049,458448.7341,371658.67157,407232.41612,400685.06706,636823.03867,1363457.867,491682.99579,512388.96523,416998.32334,518470.03181,357044.98518,430707.82128,649165.82842,499136.40207,377480.43837,438834.11208,438950.63245,588549.50969,1030331.5991
2018-12-01,811694.19218,301113.5452,533810.05363,343667.46694,476355.64756,443139.79724,867795.25411,364188.83485,481921.87844,397673.58684,385910.65807,548134.89353,733359.68488,544836.45441,462277.55163,372294.50642,410922.43945,401032.52171,625190.02458,1345804.5449,486401.33126,510921.82735,410420.51832,517612.81291,354253.3329,426822.70814,645744.94357,501604.46154,375473.92183,438896.3523,439078.67321,595503.76753,965022.63959
2019-01-01,865636.1043,297180.8891,528638.9614,338707.822,479105.7131,440623.5669,867808.2909,365096.0603,483335.7786,395616.1766,385702.913,527573.462,722045.0931,545523.9026,453365.4908,367018.9841,413405.0796,397052.1735,635328.0826,1285330.7,482032.3621,501860.8511,402342.9102,512341.0444,358029.4577,420809.5166,655055.8372,500163.8442,374144.6399,434143.1947,435182.1059,587609.0333,959408.3438
2019-02-01,894519.909,293838.6476,523678.5865,339186.1492,478494.2101,439716.3247,864013.6218,364405.5423,476647.5977,397254.1728,391920.6904,532412.0593,716796.3589,544944.9653,454375.2032,364615.1018,413658.0973,390471.1003,627072.2867,1259857.8,475365.0536,495661.1662,398589.1843,520035.4982,363433.3843,411354.6502,656018.0265,489116.8776,374347.7252,427633.6537,436448.9917,579893.0364,917867.8673
2019-03-01,853451.0753,294064.7625,516531.2233,336679.6447,475429.6451,435996.2994,808859.9893,367440.2781,467017.2121,393925.7137,385654.5896,554701.4709,716606.4475,536737.0619,445148.1895,359738.3791,409663.0356,393244.8678,628267.9748,1218616.659,474572.3893,497632.2203,401465.4803,505346.6629,366829.9779,405219.3902,646355.5212,489970.8262,371933.8862,429001.1543,429354.7439,572644.5224,956110.9832
2019-04-01,738796.7242,295498.2169,512343.3437,339330.1231,486252.778,431643.364,820812.0189,363627.4384,461457.9551,393880.4735,381586.241,570455.933,713757.5911,529601.1438,446824.9526,358876.943,404953.3298,394788.368,620328.3023,1264888.871,474631.1003,499235.7682,400734.3199,501459.2863,366957.2935,402053.0455,639470.4059,486307.6607,368212.2656,433631.5913,432173.9751,578173.4928,993115.1859
2019-05-01,719217.5584,295092.0921,503911.1858,336980.5882,481803.4178,428092.8974,838678.634,364097.3147,465752.3855,388590.8834,380293.0935,560534.0617,716331.1173,541876.8241,443287.9049,361268.857,401052.9345,396766.6707,626491.8343,1233812.291,472574.215,495444.6891,403909.8747,487640.9573,368549.5513,401902.1726,636736.7909,497044.0698,369566.0377,428669.713,424654.5603,579367.9833,1021532.538
2019-06-01,761525.8718,293889.3093,512694.0604,339323.7005,474820.9106,430001.8857,871957.4503,363420.0875,474844.3044,390707.6753,388251.5205,546343.6011,713137.331,540625.7211,447719.3861,365336.0161,395982.4275,399686.7903,625315.322,1291763.476,484675.6874,503721.1835,405009.209,498683.4153,359952.9523,408513.5851,652859.3286,494784.2522,371680.1027,428704.9816,421957.5805,574832.6167,995107.6487
2019-07-01,756407.0179,297426.4427,514667.7638,338346.4036,473849.0416,434256.6273,890288.4056,365874.7819,475591.7986,388053.4705,397827.8924,555778.5255,725253.0946,550392.6408,446095.264,367679.0664,398547.4882,397246.2003,629281.0539,1275437.229,502894.7646,510045.0835,410983.0527,504701.5314,359105.5388,414967.5533,657618.6192,499662.822,373534.2105,431289.7426,418743.455,585174.1556,948506.6832
2019-08-01,813769.5901,299421.2615,528576.6123,337522.5984,488784.3601,442189.465,863170.6139,364540.2452,474627.2689,393032.6376,396857.8503,567269.4703,729659.3915,544193.7543,450373.4248,367502.2747,397385.2302,401911.2435,643334.6721,1248525.496,508405.2112,519955.5995,416884.6214,517489.4996,361920.3425,421318.6299,657973.7414,496717.553,368908.3512,441364.1416,427415.7542,592250.949,905951.0674
2019-09-01,810454.644,304778.0465,526669.7755,333339.9516,501532.5994,441057.5009,838169.607,365225.8121,473161.8767,386806.0139,403729.7053,573269.6528,735537.6071,553639.841,453155.2371,366447.1575,403944.6276,406930.3564,655061.216,1230181.192,504866.8934,520403.1266,420341.2689,515391.0386,368687.252,414268.4761,648146.89,507466.4349,372899.0408,447628.8328,432270.2879,605559.313,922686.7566
2019-10-01,826227.062,304579.0648,525678.4213,332919.6691,494770.2634,439178.3963,804713.1225,364412.8327,477369.1395,392720.5377,401558.9893,566979.163,719932.4,554122.7305,453783.398,367101.7811,403300.2883,413132.2719,645211.9178,1190436.646,488211.357,515947.1945,421257.5062,509006.4346,369971.9093,411874.3367,643768.8467,513615.3866,369917.0379,452039.7471,434920.7924,600642.1217,927734.9425
2019-11-01,776894.3978,306390.2643,522639.0128,333657.4832,432187.6972,436079.6255,825336.3136,367584.5609,475491.5952,393255.1074,405336.9018,559757.7154,719751.4006,559425.8856,450108.5884,365861.0685,407706.2833,410070.8716,630659.4611,1194049.928,490420.0841,519409.5672,415892.7499,501570.2213,363114.2225,413881.7568,650948.5387,510619.3086,374774.8152,450988.6885,435567.6807,601649.5293,955264.5944
2019-12-01,737275.0265,301283.4446,519306.245,336301.872,427126.3498,438681.811,807124.1868,369567.8832,469662.0338,400182.3926,398024.3786,552784.8607,728698.0572,565582.061,446899.5423,365885.5708,404843.1664,409569.3406,648968.8895,1231764.562,487696.1182,521705.2055,413462.24,500651.1159,360934.0315,424631.0449,655377.8496,505499.1431,372581.4288,456436.006,437333.4162,605559.8685,960943.073
2020-01-01,747610.8749,303653.3951,518542.2536,334765.0582,423160.8403,435532.4343,815512.4609,371226.7231,466490.6533,390589.2634,396833.0631,558320.8326,740048.4542,563150.9263,447268.5349,362423.1448,406622.3127,410276.6905,667450.1402,1251042.818,489690.1408,526270.039,409748.8759,501370.4604,367016.5529,422633.1019,662919.0029,499905.7062,372981.5946,463718.6489,441446.3206,605540.0757,1011645.207
2020-02-01,777640.0072,304265.1522,519121.2414,337759.6868,467144.9146,435704.4473,825249.3994,371356.5277,465613.8462,389901.426,402174.2788,580773.2541,748876.9117,548652.4249,455076.4756,363699.4659,406712.1072,409794.1608,675652.7638,1313173.559,486805.3863,524048.3763,414525.6333,500782.3652,376712.6468,422505.6766,658932.0059,499775.4303,373643.8876,473162.5537,437878.84,610145.2737,1016581.373
2020-03-01,844988.5066,304098.6397,527747.3696,339215.3198,461397.5397,434624.8346,870106.8452,370871.5399,478565.2259,395082.1187,404657.8866,586842.1768,742875.9255,550295.5801,456567.701,364658.3094,412592.8652,411748.3891,670074.8377,1344397.01,488388.595,521752.6348,414410.6316,509364.5664,379836.6753,426847.887,658654.4032,504903.9334,376707.667,482142.5184,438596.1441,614426.2467,1013977.136
2020-04-01,867840.629,283139.4356,526552.5034,346839.5401,494454.5203,443481.9234,870626.7601,386737.9308,502107.0739,400695.1304,389919.943,551629.0131,719836.1123,547124.2278,465958.3786,378746.9768,405066.3167,396029.7872,706263.0854,1348950.964,477449.6579,513396.6847,400986.7968,529856.6646,356915.3674,435763.1416,683247.8056,508543.0713,376808.0467,480983.8361,440354.1274,607227.4651,1034488.197
2020-05-01,899831.206,295743.758,532503.0431,339407.7607,466573.6494,420036.0164,862208.9963,369790.7901,490595.9244,408017.9145,402463.4087,572409.6798,688761.2,563752.3386,449552.5145,367809.0849,422072.614,416680.6416,652894.663,1428515.768,480619.3905,523127.4054,423031.1526,513215.5894,376578.7953,423192.8687,664536.4638,525472.6926,376154.7358,498227.8399,443509.7964,615207.1739,937356.0042
2020-06-01,938832.7216,300594.6669,519064.4347,341610.5575,487236.6367,429366.2026,854785.5001,367830.6907,470320.538,386423.7819,392153.4651,567037.9341,683448.0114,546323.4962,442962.7368,371732.193,407122.7066,402960.6085,664583.04,1285508.984,478690.1342,521960.6137,428543.8559,518232.4358,373756.1738,414773.7735,697713.7054,511746.5698,371704.6844,443876.2787,448839.7754,588518.7806,966149.4251
2020-07-01,852150.6167,304223.1406,524399.9158,344964.1068,481093.9342,434112.2108,804558.2307,374825.2699,475063.8939,388446.7577,392399.8888,581530.8993,730953.1344,545066.5615,452337.3151,375770.9017,413418.0147,400152.6666,675697.9072,1313385.337,487560.4199,538465.1459,427380.359,525326.7833,376484.4786,417324.3294,696244.1312,513467.0578,373751.3819,444862.7938,446862.6246,597416.5928,916843.0781
2020-08-01,814664.8993,302394.8958,522845.5101,350938.352,487949.4003,435534.6963,812079.5923,376180.3891,487321.6478,395854.1864,394809.1731,564158.6338,731717.8259,572534.7426,460178.9931,371103.9282,413444.9949,407440.413,736991.4124,1368317.523,496801.4687,546469.8229,417152.3308,524429.1795,373195.756,426674.6388,713067.2871,503092.1542,383366.6747,461691.6301,451536.7441,616711.02,963725.1718
